case_id,concept:name,concept:name_prefix,concept:name_k,concept:name_next
Case 1528,take-in-charge-ticket,assign-seriousness assign-seriousness assign-seriousness take-in-charge-ticket,3,resolve-ticket
Case 1528,resolve-ticket,assign-seriousness assign-seriousness assign-seriousness take-in-charge-ticket resolve-ticket,4,take-in-charge-ticket
Case 1528,take-in-charge-ticket,assign-seriousness assign-seriousness assign-seriousness take-in-charge-ticket resolve-ticket take-in-charge-ticket,5,create-sw-anomaly
Case 1528,create-sw-anomaly,assign-seriousness assign-seriousness assign-seriousness take-in-charge-ticket resolve-ticket take-in-charge-ticket create-sw-anomaly,6,resolve-ticket
Case 1528,resolve-ticket,assign-seriousness assign-seriousness assign-seriousness take-in-charge-ticket resolve-ticket take-in-charge-ticket create-sw-anomaly resolve-ticket,7,take-in-charge-ticket
Case 1528,take-in-charge-ticket,assign-seriousness assign-seriousness assign-seriousness take-in-charge-ticket resolve-ticket take-in-charge-ticket create-sw-anomaly resolve-ticket take-in-charge-ticket,8,create-sw-anomaly
Case 1528,create-sw-anomaly,assign-seriousness assign-seriousness assign-seriousness take-in-charge-ticket resolve-ticket take-in-charge-ticket create-sw-anomaly resolve-ticket take-in-charge-ticket create-sw-anomaly,9,resolve-ticket
Case 1528,resolve-ticket,assign-seriousness assign-seriousness assign-seriousness take-in-charge-ticket resolve-ticket take-in-charge-ticket create-sw-anomaly resolve-ticket take-in-charge-ticket create-sw-anomaly resolve-ticket,10,closed
Case 1529,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 1529,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 1529,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 1530,assign-seriousness,assign-seriousness,0,assign-seriousness
Case 1530,assign-seriousness,assign-seriousness assign-seriousness,1,take-in-charge-ticket
Case 1530,take-in-charge-ticket,assign-seriousness assign-seriousness take-in-charge-ticket,2,resolve-ticket
Case 1530,resolve-ticket,assign-seriousness assign-seriousness take-in-charge-ticket resolve-ticket,3,closed
Case 1531,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 1531,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 1531,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 1532,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 1532,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 1532,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 1533,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 1533,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,take-in-charge-ticket
Case 1533,take-in-charge-ticket,assign-seriousness take-in-charge-ticket take-in-charge-ticket,2,resolve-ticket
Case 1533,resolve-ticket,assign-seriousness take-in-charge-ticket take-in-charge-ticket resolve-ticket,3,take-in-charge-ticket
Case 1533,take-in-charge-ticket,assign-seriousness take-in-charge-ticket take-in-charge-ticket resolve-ticket take-in-charge-ticket,4,resolve-ticket
Case 1533,resolve-ticket,assign-seriousness take-in-charge-ticket take-in-charge-ticket resolve-ticket take-in-charge-ticket resolve-ticket,5,closed
Case 1534,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 1534,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 1534,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 1534,closed,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,closed
Case 1535,assign-seriousness,assign-seriousness,0,assign-seriousness
Case 1535,assign-seriousness,assign-seriousness assign-seriousness,1,assign-seriousness
Case 1535,assign-seriousness,assign-seriousness assign-seriousness assign-seriousness,2,resolve-ticket
Case 1535,resolve-ticket,assign-seriousness assign-seriousness assign-seriousness resolve-ticket,3,closed
Case 1536,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 1536,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 1536,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 1537,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 1537,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,wait
Case 1537,wait,assign-seriousness take-in-charge-ticket wait,2,resolve-ticket
Case 1537,resolve-ticket,assign-seriousness take-in-charge-ticket wait resolve-ticket,3,closed
Case 1538,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 1538,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 1538,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 1539,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 1539,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,wait
Case 1539,wait,assign-seriousness take-in-charge-ticket wait,2,take-in-charge-ticket
Case 1539,take-in-charge-ticket,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket,3,resolve-ticket
Case 1539,resolve-ticket,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket resolve-ticket,4,closed
Case 1540,assign-seriousness,assign-seriousness,0,assign-seriousness
Case 1540,assign-seriousness,assign-seriousness assign-seriousness,1,take-in-charge-ticket
Case 1540,take-in-charge-ticket,assign-seriousness assign-seriousness take-in-charge-ticket,2,wait
Case 1540,wait,assign-seriousness assign-seriousness take-in-charge-ticket wait,3,take-in-charge-ticket
Case 1540,take-in-charge-ticket,assign-seriousness assign-seriousness take-in-charge-ticket wait take-in-charge-ticket,4,resolve-ticket
Case 1540,resolve-ticket,assign-seriousness assign-seriousness take-in-charge-ticket wait take-in-charge-ticket resolve-ticket,5,closed
Case 1541,assign-seriousness,assign-seriousness,0,assign-seriousness
Case 1541,assign-seriousness,assign-seriousness assign-seriousness,1,take-in-charge-ticket
Case 1541,take-in-charge-ticket,assign-seriousness assign-seriousness take-in-charge-ticket,2,resolve-ticket
Case 1541,resolve-ticket,assign-seriousness assign-seriousness take-in-charge-ticket resolve-ticket,3,closed
Case 1542,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 1542,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 1542,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 1543,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 1543,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,wait
Case 1543,wait,assign-seriousness take-in-charge-ticket wait,2,resolve-ticket
Case 1543,resolve-ticket,assign-seriousness take-in-charge-ticket wait resolve-ticket,3,closed
Case 1544,assign-seriousness,assign-seriousness,0,resolve-ticket
Case 1544,resolve-ticket,assign-seriousness resolve-ticket,1,closed
Case 1545,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 1545,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 1545,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 1546,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 1546,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,wait
Case 1546,wait,assign-seriousness take-in-charge-ticket wait,2,resolve-ticket
Case 1546,resolve-ticket,assign-seriousness take-in-charge-ticket wait resolve-ticket,3,take-in-charge-ticket
Case 1546,take-in-charge-ticket,assign-seriousness take-in-charge-ticket wait resolve-ticket take-in-charge-ticket,4,take-in-charge-ticket
Case 1546,take-in-charge-ticket,assign-seriousness take-in-charge-ticket wait resolve-ticket take-in-charge-ticket take-in-charge-ticket,5,resolve-ticket
Case 1546,resolve-ticket,assign-seriousness take-in-charge-ticket wait resolve-ticket take-in-charge-ticket take-in-charge-ticket resolve-ticket,6,resolve-ticket
Case 1546,resolve-ticket,assign-seriousness take-in-charge-ticket wait resolve-ticket take-in-charge-ticket take-in-charge-ticket resolve-ticket resolve-ticket,7,closed
Case 1547,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 1547,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 1547,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 1548,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 1548,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 1548,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 1549,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 1549,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 1549,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 1550,assign-seriousness,assign-seriousness,0,resolve-ticket
Case 1550,resolve-ticket,assign-seriousness resolve-ticket,1,closed
Case 1551,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 1551,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 1551,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 1552,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 1552,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 1552,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 1553,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 1553,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 1553,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 1554,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 1554,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 1554,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 1555,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 1555,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 1555,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 1556,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 1556,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 1556,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 1557,assign-seriousness,assign-seriousness,0,assign-seriousness
Case 1557,assign-seriousness,assign-seriousness assign-seriousness,1,take-in-charge-ticket
Case 1557,take-in-charge-ticket,assign-seriousness assign-seriousness take-in-charge-ticket,2,wait
Case 1557,wait,assign-seriousness assign-seriousness take-in-charge-ticket wait,3,take-in-charge-ticket
Case 1557,take-in-charge-ticket,assign-seriousness assign-seriousness take-in-charge-ticket wait take-in-charge-ticket,4,resolve-ticket
Case 1557,resolve-ticket,assign-seriousness assign-seriousness take-in-charge-ticket wait take-in-charge-ticket resolve-ticket,5,take-in-charge-ticket
Case 1557,take-in-charge-ticket,assign-seriousness assign-seriousness take-in-charge-ticket wait take-in-charge-ticket resolve-ticket take-in-charge-ticket,6,wait
Case 1557,wait,assign-seriousness assign-seriousness take-in-charge-ticket wait take-in-charge-ticket resolve-ticket take-in-charge-ticket wait,7,take-in-charge-ticket
Case 1557,take-in-charge-ticket,assign-seriousness assign-seriousness take-in-charge-ticket wait take-in-charge-ticket resolve-ticket take-in-charge-ticket wait take-in-charge-ticket,8,resolve-ticket
Case 1557,resolve-ticket,assign-seriousness assign-seriousness take-in-charge-ticket wait take-in-charge-ticket resolve-ticket take-in-charge-ticket wait take-in-charge-ticket resolve-ticket,9,closed
Case 1558,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 1558,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 1558,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 1559,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 1559,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 1559,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,resolve-ticket
Case 1559,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket resolve-ticket,3,closed
Case 1560,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 1560,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 1560,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 1561,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 1561,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 1561,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 1562,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 1562,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,wait
Case 1562,wait,assign-seriousness take-in-charge-ticket wait,2,resolve-ticket
Case 1562,resolve-ticket,assign-seriousness take-in-charge-ticket wait resolve-ticket,3,closed
Case 1563,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 1563,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 1563,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 1564,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 1564,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 1564,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 1565,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 1565,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 1565,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 1566,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 1566,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 1566,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 1567,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 1567,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,wait
Case 1567,wait,assign-seriousness take-in-charge-ticket wait,2,take-in-charge-ticket
Case 1567,take-in-charge-ticket,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket,3,resolve-ticket
Case 1567,resolve-ticket,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket resolve-ticket,4,closed
Case 1568,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 1568,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 1568,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 1569,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 1569,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 1569,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 1570,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 1570,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 1570,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 1571,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 1571,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,wait
Case 1571,wait,assign-seriousness take-in-charge-ticket wait,2,wait
Case 1571,wait,assign-seriousness take-in-charge-ticket wait wait,3,wait
Case 1571,wait,assign-seriousness take-in-charge-ticket wait wait wait,4,wait
Case 1571,wait,assign-seriousness take-in-charge-ticket wait wait wait wait,5,wait
Case 1572,assign-seriousness,assign-seriousness,0,assign-seriousness
