case_id,prefix,k,next_act,Resource
Case 3029,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 1
Case 3030,assign-seriousness,0,take-in-charge-ticket,Value 2
Case 3030,assign-seriousness take-in-charge-ticket,1,wait,Value 2
Case 3030,assign-seriousness take-in-charge-ticket wait,2,take-in-charge-ticket,Value 2
Case 3030,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket,3,resolve-ticket,Value 2
Case 3030,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket resolve-ticket,4,closed,Value 2
Case 3031,insert-ticket,0,assign-seriousness,Value 14
Case 3031,insert-ticket assign-seriousness,1,assign-seriousness,Value 14
Case 3031,insert-ticket assign-seriousness assign-seriousness,2,assign-seriousness,Value 2
Case 3031,insert-ticket assign-seriousness assign-seriousness assign-seriousness,3,take-in-charge-ticket,Value 2
Case 3031,insert-ticket assign-seriousness assign-seriousness assign-seriousness take-in-charge-ticket,4,resolve-ticket,Value 2
Case 3031,insert-ticket assign-seriousness assign-seriousness assign-seriousness take-in-charge-ticket resolve-ticket,5,closed,Value 14
Case 3032,assign-seriousness,0,take-in-charge-ticket,Value 1
Case 3032,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 1
Case 3032,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 1
Case 3033,assign-seriousness,0,assign-seriousness,Value 8
Case 3033,assign-seriousness assign-seriousness,1,take-in-charge-ticket,Value 8
Case 3033,assign-seriousness assign-seriousness take-in-charge-ticket,2,resolve-ticket,Value 13
Case 3033,assign-seriousness assign-seriousness take-in-charge-ticket resolve-ticket,3,closed,Value 13
Case 3034,assign-seriousness,0,take-in-charge-ticket,Value 1
Case 3034,assign-seriousness take-in-charge-ticket,1,wait,Value 9
Case 3034,assign-seriousness take-in-charge-ticket wait,2,resolve-ticket,Value 9
Case 3034,assign-seriousness take-in-charge-ticket wait resolve-ticket,3,closed,Value 9
Case 3035,assign-seriousness,0,take-in-charge-ticket,Value 1
Case 3035,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 9
Case 3035,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 9
Case 3036,assign-seriousness,0,take-in-charge-ticket,Value 8
Case 3036,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 2
Case 3036,assign-seriousness take-in-charge-ticket resolve-ticket,2,take-in-charge-ticket,Value 2
Case 3036,assign-seriousness take-in-charge-ticket resolve-ticket take-in-charge-ticket,3,resolve-ticket,Value 2
Case 3036,assign-seriousness take-in-charge-ticket resolve-ticket take-in-charge-ticket resolve-ticket,4,closed,Value 2
Case 3037,assign-seriousness,0,take-in-charge-ticket,Value 1
Case 3037,assign-seriousness take-in-charge-ticket,1,wait,Value 2
Case 3037,assign-seriousness take-in-charge-ticket wait,2,resolve-ticket,Value 9
Case 3037,assign-seriousness take-in-charge-ticket wait resolve-ticket,3,closed,Value 9
Case 3038,assign-seriousness,0,take-in-charge-ticket,Value 18
Case 3038,assign-seriousness take-in-charge-ticket,1,wait,Value 9
Case 3038,assign-seriousness take-in-charge-ticket wait,2,take-in-charge-ticket,Value 9
Case 3038,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket,3,wait,Value 9
Case 3038,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket wait,4,resolve-ticket,Value 9
Case 3038,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket wait resolve-ticket,5,closed,Value 9
Case 3039,assign-seriousness,0,take-in-charge-ticket,Value 2
Case 3039,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 2
Case 3039,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 2
Case 3040,assign-seriousness,0,take-in-charge-ticket,Value 1
Case 3040,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 4
Case 3040,assign-seriousness take-in-charge-ticket resolve-ticket,2,resolve-ticket,Value 2
Case 3040,assign-seriousness take-in-charge-ticket resolve-ticket resolve-ticket,3,closed,Value 2
Case 3041,assign-seriousness,0,take-in-charge-ticket,Value 2
Case 3041,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 2
Case 3041,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 2
Case 3042,assign-seriousness,0,take-in-charge-ticket,Value 1
Case 3042,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 15
Case 3042,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 15
Case 3043,assign-seriousness,0,take-in-charge-ticket,Value 4
Case 3043,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 9
Case 3043,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 9
Case 3044,assign-seriousness,0,take-in-charge-ticket,Value 13
Case 3044,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 13
Case 3044,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 4
Case 3045,assign-seriousness,0,take-in-charge-ticket,Value 1
Case 3045,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 1
Case 3045,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 1
Case 3046,assign-seriousness,0,wait,Value 1
Case 3046,assign-seriousness wait,1,resolve-ticket,Value 1
Case 3046,assign-seriousness wait resolve-ticket,2,closed,Value 1
Case 3047,assign-seriousness,0,take-in-charge-ticket,Value 1
Case 3047,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 13
Case 3047,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 13
Case 3048,assign-seriousness,0,take-in-charge-ticket,Value 13
Case 3048,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 13
Case 3048,assign-seriousness take-in-charge-ticket resolve-ticket,2,resolve-ticket,Value 15
Case 3048,assign-seriousness take-in-charge-ticket resolve-ticket resolve-ticket,3,closed,Value 15
Case 3049,assign-seriousness,0,take-in-charge-ticket,Value 8
Case 3049,assign-seriousness take-in-charge-ticket,1,wait,Value 8
Case 3049,assign-seriousness take-in-charge-ticket wait,2,take-in-charge-ticket,Value 8
Case 3049,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket,3,resolve-ticket,Value 8
Case 3049,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket resolve-ticket,4,take-in-charge-ticket,Value 8
Case 3049,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket resolve-ticket take-in-charge-ticket,5,resolve-ticket,Value 8
Case 3049,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket resolve-ticket take-in-charge-ticket resolve-ticket,6,closed,Value 15
Case 3050,assign-seriousness,0,assign-seriousness,Value 19
Case 3050,assign-seriousness assign-seriousness,1,take-in-charge-ticket,Value 14
Case 3050,assign-seriousness assign-seriousness take-in-charge-ticket,2,wait,Value 2
Case 3050,assign-seriousness assign-seriousness take-in-charge-ticket wait,3,take-in-charge-ticket,Value 7
Case 3050,assign-seriousness assign-seriousness take-in-charge-ticket wait take-in-charge-ticket,4,resolve-ticket,Value 7
Case 3050,assign-seriousness assign-seriousness take-in-charge-ticket wait take-in-charge-ticket resolve-ticket,5,closed,Value 7
Case 3051,assign-seriousness,0,take-in-charge-ticket,Value 2
Case 3051,assign-seriousness take-in-charge-ticket,1,wait,Value 2
Case 3051,assign-seriousness take-in-charge-ticket wait,2,take-in-charge-ticket,Value 2
Case 3051,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket,3,resolve-ticket,Value 2
Case 3051,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket resolve-ticket,4,closed,Value 2
Case 3052,assign-seriousness,0,take-in-charge-ticket,Value 8
Case 3052,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 2
Case 3052,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 2
Case 3053,assign-seriousness,0,resolve-ticket,Value 2
Case 3053,assign-seriousness resolve-ticket,1,take-in-charge-ticket,Value 13
Case 3053,assign-seriousness resolve-ticket take-in-charge-ticket,2,resolve-ticket,Value 13
Case 3053,assign-seriousness resolve-ticket take-in-charge-ticket resolve-ticket,3,closed,Value 13
Case 3054,assign-seriousness,0,take-in-charge-ticket,Value 8
Case 3054,assign-seriousness take-in-charge-ticket,1,take-in-charge-ticket,Value 8
Case 3054,assign-seriousness take-in-charge-ticket take-in-charge-ticket,2,take-in-charge-ticket,Value 2
Case 3054,assign-seriousness take-in-charge-ticket take-in-charge-ticket take-in-charge-ticket,3,resolve-ticket,Value 2
Case 3054,assign-seriousness take-in-charge-ticket take-in-charge-ticket take-in-charge-ticket resolve-ticket,4,closed,Value 2
Case 3055,assign-seriousness,0,take-in-charge-ticket,Value 8
Case 3055,assign-seriousness take-in-charge-ticket,1,wait,Value 8
Case 3055,assign-seriousness take-in-charge-ticket wait,2,take-in-charge-ticket,Value 13
Case 3055,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket,3,resolve-ticket,Value 13
Case 3055,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket resolve-ticket,4,closed,Value 13
Case 3056,assign-seriousness,0,take-in-charge-ticket,Value 1
Case 3056,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 1
Case 3056,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 1
Case 3057,assign-seriousness,0,take-in-charge-ticket,Value 1
Case 3057,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 13
Case 3057,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 13
Case 3058,assign-seriousness,0,take-in-charge-ticket,Value 14
Case 3058,assign-seriousness take-in-charge-ticket,1,require-upgrade,Value 2
Case 3058,assign-seriousness take-in-charge-ticket require-upgrade,2,resolve-ticket,Value 4
Case 3058,assign-seriousness take-in-charge-ticket require-upgrade resolve-ticket,3,resolve-ticket,Value 9
Case 3058,assign-seriousness take-in-charge-ticket require-upgrade resolve-ticket resolve-ticket,4,closed,Value 9
Case 3059,assign-seriousness,0,take-in-charge-ticket,Value 1
Case 3059,assign-seriousness take-in-charge-ticket,1,require-upgrade,Value 2
Case 3059,assign-seriousness take-in-charge-ticket require-upgrade,2,resolve-ticket,Value 4
Case 3059,assign-seriousness take-in-charge-ticket require-upgrade resolve-ticket,3,closed,Value 4
Case 3060,assign-seriousness,0,take-in-charge-ticket,Value 1
Case 3060,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 2
Case 3060,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 2
Case 3061,assign-seriousness,0,take-in-charge-ticket,Value 18
Case 3061,assign-seriousness take-in-charge-ticket,1,require-upgrade,Value 2
Case 3061,assign-seriousness take-in-charge-ticket require-upgrade,2,resolve-ticket,Value 2
Case 3061,assign-seriousness take-in-charge-ticket require-upgrade resolve-ticket,3,closed,Value 2
Case 3062,assign-seriousness,0,take-in-charge-ticket,Value 1
Case 3062,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 1
Case 3062,assign-seriousness take-in-charge-ticket resolve-ticket,2,resolve-ticket,Value 1
Case 3062,assign-seriousness take-in-charge-ticket resolve-ticket resolve-ticket,3,closed,Value 1
Case 3063,assign-seriousness,0,take-in-charge-ticket,Value 8
Case 3063,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 6
Case 3063,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 6
Case 3064,assign-seriousness,0,take-in-charge-ticket,Value 9
Case 3064,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 6
Case 3064,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 6
Case 3065,assign-seriousness,0,take-in-charge-ticket,Value 8
Case 3065,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 8
Case 3065,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 2
Case 3066,assign-seriousness,0,take-in-charge-ticket,Value 8
Case 3066,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 2
Case 3066,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 2
Case 3067,assign-seriousness,0,take-in-charge-ticket,Value 1
Case 3067,assign-seriousness take-in-charge-ticket,1,wait,Value 13
Case 3067,assign-seriousness take-in-charge-ticket wait,2,resolve-ticket,Value 13
Case 3067,assign-seriousness take-in-charge-ticket wait resolve-ticket,3,closed,Value 13
Case 3068,assign-seriousness,0,take-in-charge-ticket,Value 2
Case 3068,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 2
Case 3068,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 2
Case 3069,assign-seriousness,0,take-in-charge-ticket,Value 1
Case 3069,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 9
Case 3069,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 9
Case 3070,assign-seriousness,0,take-in-charge-ticket,Value 1
Case 3070,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 13
Case 3070,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 13
Case 3071,assign-seriousness,0,take-in-charge-ticket,Value 1
Case 3071,assign-seriousness take-in-charge-ticket,1,create-sw-anomaly,Value 1
Case 3071,assign-seriousness take-in-charge-ticket create-sw-anomaly,2,require-upgrade,Value 1
Case 3071,assign-seriousness take-in-charge-ticket create-sw-anomaly require-upgrade,3,resolve-ticket,Value 2
Case 3071,assign-seriousness take-in-charge-ticket create-sw-anomaly require-upgrade resolve-ticket,4,closed,Value 4
Case 3072,assign-seriousness,0,take-in-charge-ticket,Value 4
Case 3072,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 9
Case 3072,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 9
Case 3073,assign-seriousness,0,take-in-charge-ticket,Value 4
Case 3073,assign-seriousness take-in-charge-ticket,1,wait,Value 2
Case 3073,assign-seriousness take-in-charge-ticket wait,2,resolve-ticket,Value 2
Case 3073,assign-seriousness take-in-charge-ticket wait resolve-ticket,3,closed,Value 2
Case 3074,assign-seriousness,0,take-in-charge-ticket,Value 1
Case 3074,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 2
Case 3074,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 2
Case 3075,assign-seriousness,0,take-in-charge-ticket,Value 1
Case 3075,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 10
Case 3075,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 10
Case 3076,assign-seriousness,0,assign-seriousness,Value 9
Case 3076,assign-seriousness assign-seriousness,1,take-in-charge-ticket,Value 2
Case 3076,assign-seriousness assign-seriousness take-in-charge-ticket,2,create-sw-anomaly,Value 2
Case 3076,assign-seriousness assign-seriousness take-in-charge-ticket create-sw-anomaly,3,resolve-sw-anomaly,Value 2
Case 3076,assign-seriousness assign-seriousness take-in-charge-ticket create-sw-anomaly resolve-sw-anomaly,4,resolve-ticket,Value 2
Case 3076,assign-seriousness assign-seriousness take-in-charge-ticket create-sw-anomaly resolve-sw-anomaly resolve-ticket,5,closed,Value 2
Case 3077,assign-seriousness,0,require-upgrade,Value 18
Case 3077,assign-seriousness require-upgrade,1,resolve-ticket,Value 2
Case 3077,assign-seriousness require-upgrade resolve-ticket,2,closed,Value 2
Case 3078,assign-seriousness,0,take-in-charge-ticket,Value 9
Case 3078,assign-seriousness take-in-charge-ticket,1,wait,Value 2
Case 3078,assign-seriousness take-in-charge-ticket wait,2,resolve-ticket,Value 9
Case 3078,assign-seriousness take-in-charge-ticket wait resolve-ticket,3,closed,Value 9
Case 3079,insert-ticket,0,assign-seriousness,Value 5
Case 3079,insert-ticket assign-seriousness,1,assign-seriousness,Value 6
Case 3079,insert-ticket assign-seriousness assign-seriousness,2,assign-seriousness,Value 6
Case 3079,insert-ticket assign-seriousness assign-seriousness assign-seriousness,3,assign-seriousness,Value 2
Case 3079,insert-ticket assign-seriousness assign-seriousness assign-seriousness assign-seriousness,4,take-in-charge-ticket,Value 2
Case 3079,insert-ticket assign-seriousness assign-seriousness assign-seriousness assign-seriousness take-in-charge-ticket,5,resolve-ticket,Value 17
Case 3079,insert-ticket assign-seriousness assign-seriousness assign-seriousness assign-seriousness take-in-charge-ticket resolve-ticket,6,closed,Value 17
Case 3080,assign-seriousness,0,take-in-charge-ticket,Value 14
Case 3080,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 14
Case 3080,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 14
Case 3081,resolve-ticket,0,take-in-charge-ticket,Value 1
Case 3081,resolve-ticket take-in-charge-ticket,1,resolve-ticket,Value 9
Case 3081,resolve-ticket take-in-charge-ticket resolve-ticket,2,closed,Value 9
Case 3082,assign-seriousness,0,assign-seriousness,Value 14
Case 3082,assign-seriousness assign-seriousness,1,take-in-charge-ticket,Value 14
Case 3082,assign-seriousness assign-seriousness take-in-charge-ticket,2,wait,Value 4
Case 3082,assign-seriousness assign-seriousness take-in-charge-ticket wait,3,resolve-ticket,Value 4
Case 3082,assign-seriousness assign-seriousness take-in-charge-ticket wait resolve-ticket,4,closed,Value 4
Case 3083,assign-seriousness,0,take-in-charge-ticket,Value 13
