case_id,prefix,k,time_passed,recent_time,latest_time,next_time
Case 2527,assign-seriousness assign-seriousness take-in-charge-ticket,2,14,14,14,0
Case 2527,assign-seriousness assign-seriousness take-in-charge-ticket resolve-ticket,3,14,14,0,18
Case 2527,assign-seriousness assign-seriousness take-in-charge-ticket resolve-ticket closed,4,32,18,18,1
Case 2528,assign-seriousness,0,0,0,0,0
Case 2528,assign-seriousness take-in-charge-ticket,1,0,0,0,0
Case 2528,assign-seriousness take-in-charge-ticket resolve-ticket,2,0,0,0,30
Case 2528,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,30,30,30,1
Case 2529,assign-seriousness,0,0,0,0,2
Case 2529,assign-seriousness take-in-charge-ticket,1,2,0,2,0
Case 2529,assign-seriousness take-in-charge-ticket resolve-ticket,2,2,2,0,29
Case 2529,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,31,29,29,1
Case 2530,assign-seriousness,0,0,0,0,24
Case 2530,assign-seriousness take-in-charge-ticket,1,24,0,24,0
Case 2530,assign-seriousness take-in-charge-ticket resolve-ticket,2,24,24,0,15
Case 2530,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,39,15,15,1
Case 2531,assign-seriousness,0,0,0,0,0
Case 2531,assign-seriousness take-in-charge-ticket,1,0,0,0,0
Case 2531,assign-seriousness take-in-charge-ticket resolve-ticket,2,0,0,0,43
Case 2531,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,43,43,43,1
Case 2532,assign-seriousness,0,0,0,0,0
Case 2532,assign-seriousness take-in-charge-ticket,1,0,0,0,15
Case 2532,assign-seriousness take-in-charge-ticket resolve-ticket,2,15,15,15,30
Case 2532,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,45,46,30,1
Case 2533,assign-seriousness,0,0,0,0,0
Case 2533,assign-seriousness take-in-charge-ticket,1,0,0,0,0
Case 2533,assign-seriousness take-in-charge-ticket resolve-ticket,2,0,0,0,43
Case 2533,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,43,43,43,1
Case 2534,assign-seriousness,0,0,0,0,0
Case 2534,assign-seriousness take-in-charge-ticket,1,0,0,0,5
Case 2534,assign-seriousness take-in-charge-ticket resolve-ticket,2,5,5,5,30
Case 2534,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,35,35,30,1
Case 2535,assign-seriousness,0,0,0,0,0
Case 2535,assign-seriousness take-in-charge-ticket,1,0,0,0,0
Case 2535,assign-seriousness take-in-charge-ticket resolve-ticket,2,0,0,0,43
Case 2535,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,43,43,43,1
Case 2536,assign-seriousness,0,0,0,0,2
Case 2536,assign-seriousness take-in-charge-ticket,1,2,0,2,5
Case 2536,assign-seriousness take-in-charge-ticket resolve-ticket,2,7,7,5,45
Case 2536,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,52,50,45,1
Case 2537,assign-seriousness,0,0,0,0,0
Case 2537,assign-seriousness take-in-charge-ticket,1,0,0,0,4
Case 2537,assign-seriousness take-in-charge-ticket resolve-ticket,2,4,4,4,47
Case 2537,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,51,51,47,1
Case 2538,assign-seriousness,0,0,0,0,7
Case 2538,assign-seriousness take-in-charge-ticket,1,7,0,7,17
Case 2538,assign-seriousness take-in-charge-ticket take-in-charge-ticket,2,24,24,17,0
Case 2538,assign-seriousness take-in-charge-ticket take-in-charge-ticket wait,3,24,17,0,5
Case 2538,assign-seriousness take-in-charge-ticket take-in-charge-ticket wait resolve-ticket,4,29,5,5,15
Case 2538,assign-seriousness take-in-charge-ticket take-in-charge-ticket wait resolve-ticket closed,5,44,20,15,1
Case 2539,assign-seriousness,0,0,0,0,0
Case 2539,assign-seriousness take-in-charge-ticket,1,0,0,0,17
Case 2539,assign-seriousness take-in-charge-ticket resolve-ticket,2,17,17,17,30
Case 2539,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,47,47,30,1
Case 2540,assign-seriousness,0,0,0,0,0
Case 2540,assign-seriousness take-in-charge-ticket,1,0,0,0,0
Case 2540,assign-seriousness take-in-charge-ticket resolve-ticket,2,0,0,0,43
Case 2540,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,43,44,43,1
Case 2541,take-in-charge-ticket,0,0,0,0,37
Case 2541,take-in-charge-ticket resolve-ticket,1,37,0,37,15
Case 2541,take-in-charge-ticket resolve-ticket closed,2,52,52,15,1
Case 2542,assign-seriousness,0,0,0,0,0
Case 2542,assign-seriousness take-in-charge-ticket,1,0,0,0,2
Case 2542,assign-seriousness take-in-charge-ticket resolve-ticket,2,2,2,2,28
Case 2542,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,30,31,28,1
Case 2543,assign-seriousness,0,0,0,0,13
Case 2543,assign-seriousness take-in-charge-ticket,1,13,0,13,10
Case 2543,assign-seriousness take-in-charge-ticket resolve-ticket,2,23,24,10,15
Case 2543,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,38,25,15,1
Case 2544,insert-ticket,0,0,0,0,0
Case 2544,insert-ticket assign-seriousness,1,0,0,0,15
Case 2544,insert-ticket assign-seriousness assign-seriousness,2,15,15,15,0
Case 2544,insert-ticket assign-seriousness assign-seriousness take-in-charge-ticket,3,15,15,0,0
Case 2544,insert-ticket assign-seriousness assign-seriousness take-in-charge-ticket resolve-ticket,4,15,0,0,18
Case 2544,insert-ticket assign-seriousness assign-seriousness take-in-charge-ticket resolve-ticket closed,5,33,18,18,1
Case 2545,assign-seriousness,0,0,0,0,0
Case 2545,assign-seriousness take-in-charge-ticket,1,0,0,0,0
Case 2545,assign-seriousness take-in-charge-ticket resolve-ticket,2,0,0,0,36
Case 2545,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,36,37,36,1
Case 2546,assign-seriousness,0,0,0,0,0
Case 2546,assign-seriousness take-in-charge-ticket,1,0,0,0,0
Case 2546,assign-seriousness take-in-charge-ticket resolve-ticket,2,0,1,0,29
Case 2546,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,29,30,29,1
Case 2547,assign-seriousness,0,0,0,0,0
Case 2547,assign-seriousness take-in-charge-ticket,1,0,0,0,0
Case 2547,assign-seriousness take-in-charge-ticket resolve-ticket,2,0,0,0,43
Case 2547,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,43,43,43,1
Case 2548,assign-seriousness,0,0,0,0,0
Case 2548,assign-seriousness take-in-charge-ticket,1,0,0,0,0
Case 2548,assign-seriousness take-in-charge-ticket resolve-ticket,2,0,0,0,43
Case 2548,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,43,43,43,1
Case 2549,assign-seriousness,0,0,0,0,0
Case 2549,assign-seriousness take-in-charge-ticket,1,0,0,0,0
Case 2549,assign-seriousness take-in-charge-ticket resolve-ticket,2,0,0,0,43
Case 2549,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,43,43,43,1
Case 2550,assign-seriousness,0,0,0,0,17
Case 2550,assign-seriousness take-in-charge-ticket,1,17,0,17,0
Case 2550,assign-seriousness take-in-charge-ticket wait,2,17,17,0,0
Case 2550,assign-seriousness take-in-charge-ticket wait wait,3,17,0,0,7
Case 2550,assign-seriousness take-in-charge-ticket wait wait resolve-ticket,4,24,7,7,0
Case 2550,assign-seriousness take-in-charge-ticket wait wait resolve-ticket resolve-ticket,5,24,7,0,15
Case 2550,assign-seriousness take-in-charge-ticket wait wait resolve-ticket resolve-ticket closed,6,39,15,15,1
Case 2551,assign-seriousness,0,0,0,0,0
Case 2551,assign-seriousness take-in-charge-ticket,1,0,0,0,2
Case 2551,assign-seriousness take-in-charge-ticket resolve-ticket,2,2,2,2,28
Case 2551,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,30,30,28,1
Case 2552,assign-seriousness,0,0,0,0,3
Case 2552,assign-seriousness take-in-charge-ticket,1,3,0,3,0
Case 2552,assign-seriousness take-in-charge-ticket resolve-ticket,2,3,3,0,33
Case 2552,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,36,33,33,1
Case 2553,assign-seriousness,0,0,0,0,0
Case 2553,assign-seriousness assign-seriousness,1,0,0,0,0
Case 2553,assign-seriousness assign-seriousness take-in-charge-ticket,2,0,0,0,0
Case 2553,assign-seriousness assign-seriousness take-in-charge-ticket wait,3,0,0,0,0
Case 2553,assign-seriousness assign-seriousness take-in-charge-ticket wait take-in-charge-ticket,4,0,0,0,0
Case 2553,assign-seriousness assign-seriousness take-in-charge-ticket wait take-in-charge-ticket resolve-ticket,5,0,0,0,32
Case 2553,assign-seriousness assign-seriousness take-in-charge-ticket wait take-in-charge-ticket resolve-ticket closed,6,32,32,32,1
Case 2554,assign-seriousness,0,0,0,0,0
Case 2554,assign-seriousness take-in-charge-ticket,1,0,0,0,4
Case 2554,assign-seriousness take-in-charge-ticket resolve-ticket,2,4,4,4,28
Case 2554,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,32,33,28,1
Case 2555,assign-seriousness,0,0,0,0,13
Case 2555,assign-seriousness take-in-charge-ticket,1,13,0,13,3
Case 2555,assign-seriousness take-in-charge-ticket wait,2,16,17,3,11
Case 2555,assign-seriousness take-in-charge-ticket wait resolve-ticket,3,27,15,11,15
Case 2555,assign-seriousness take-in-charge-ticket wait resolve-ticket closed,4,42,26,15,1
Case 2556,assign-seriousness,0,0,0,0,0
Case 2556,assign-seriousness take-in-charge-ticket,1,0,0,0,0
Case 2556,assign-seriousness take-in-charge-ticket resolve-ticket,2,0,0,0,36
Case 2556,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,36,37,36,1
Case 2557,assign-seriousness,0,0,0,0,0
Case 2557,assign-seriousness take-in-charge-ticket,1,0,0,0,0
Case 2557,assign-seriousness take-in-charge-ticket resolve-ticket,2,0,0,0,43
Case 2557,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,43,44,43,1
Case 2558,assign-seriousness,0,0,0,0,0
Case 2558,assign-seriousness take-in-charge-ticket,1,0,0,0,13
Case 2558,assign-seriousness take-in-charge-ticket wait,2,13,13,13,6
Case 2558,assign-seriousness take-in-charge-ticket wait resolve-ticket,3,19,19,6,15
Case 2558,assign-seriousness take-in-charge-ticket wait resolve-ticket closed,4,34,21,15,1
Case 2559,assign-seriousness,0,0,0,0,0
Case 2559,assign-seriousness assign-seriousness,1,0,0,0,4
Case 2559,assign-seriousness assign-seriousness take-in-charge-ticket,2,4,4,4,0
Case 2559,assign-seriousness assign-seriousness take-in-charge-ticket resolve-ticket,3,4,4,0,43
Case 2559,assign-seriousness assign-seriousness take-in-charge-ticket resolve-ticket closed,4,47,43,43,1
Case 2560,assign-seriousness,0,0,0,0,4
Case 2560,assign-seriousness take-in-charge-ticket,1,4,0,4,0
Case 2560,assign-seriousness take-in-charge-ticket wait,2,4,4,0,23
Case 2560,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket,3,27,23,23,0
Case 2560,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket resolve-ticket,4,27,23,0,0
Case 2560,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket resolve-ticket resolve-ticket,5,27,0,0,15
Case 2560,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket resolve-ticket resolve-ticket closed,6,42,15,15,1
Case 2561,assign-seriousness,0,0,0,0,1
Case 2561,assign-seriousness take-in-charge-ticket,1,1,0,1,0
Case 2561,assign-seriousness take-in-charge-ticket resolve-ticket,2,1,1,0,44
Case 2561,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,45,44,44,1
Case 2562,insert-ticket,0,0,0,0,0
Case 2562,insert-ticket assign-seriousness,1,0,0,0,0
Case 2562,insert-ticket assign-seriousness assign-seriousness,2,0,1,0,0
Case 2562,insert-ticket assign-seriousness assign-seriousness take-in-charge-ticket,3,0,0,0,3
Case 2562,insert-ticket assign-seriousness assign-seriousness take-in-charge-ticket resolve-ticket,4,3,3,3,36
Case 2562,insert-ticket assign-seriousness assign-seriousness take-in-charge-ticket resolve-ticket closed,5,39,39,36,1
Case 2563,assign-seriousness,0,0,0,0,1
Case 2563,assign-seriousness take-in-charge-ticket,1,1,0,1,0
Case 2563,assign-seriousness take-in-charge-ticket resolve-ticket,2,1,1,0,42
Case 2563,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,43,42,42,1
Case 2564,assign-seriousness,0,0,0,0,0
Case 2564,assign-seriousness take-in-charge-ticket,1,0,0,0,0
Case 2564,assign-seriousness take-in-charge-ticket resolve-ticket,2,0,0,0,47
Case 2564,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,47,47,47,1
Case 2565,assign-seriousness,0,0,0,0,0
Case 2565,assign-seriousness take-in-charge-ticket,1,0,0,0,0
Case 2565,assign-seriousness take-in-charge-ticket resolve-ticket,2,0,1,0,32
Case 2565,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,32,33,32,1
Case 2566,assign-seriousness,0,0,0,0,0
Case 2566,assign-seriousness take-in-charge-ticket,1,0,0,0,0
Case 2566,assign-seriousness take-in-charge-ticket resolve-ticket,2,0,0,0,30
Case 2566,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,30,31,30,1
Case 2567,assign-seriousness,0,0,0,0,0
Case 2567,assign-seriousness take-in-charge-ticket,1,0,0,0,3
Case 2567,assign-seriousness take-in-charge-ticket wait,2,3,3,3,13
Case 2567,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket,3,16,16,13,0
Case 2567,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket resolve-ticket,4,16,13,0,5
Case 2567,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket resolve-ticket take-in-charge-ticket,5,21,5,5,0
Case 2567,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket resolve-ticket take-in-charge-ticket resolve-ticket,6,21,5,0,21
Case 2567,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket resolve-ticket take-in-charge-ticket resolve-ticket closed,7,42,22,21,1
Case 2568,assign-seriousness,0,0,0,0,0
Case 2568,assign-seriousness take-in-charge-ticket,1,0,0,0,0
Case 2568,assign-seriousness take-in-charge-ticket resolve-ticket,2,0,0,0,32
Case 2568,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,32,32,32,1
Case 2569,assign-seriousness,0,0,0,0,14
Case 2569,assign-seriousness take-in-charge-ticket,1,14,0,14,0
Case 2569,assign-seriousness take-in-charge-ticket wait,2,14,14,0,5
Case 2569,assign-seriousness take-in-charge-ticket wait resolve-ticket,3,19,6,5,15
Case 2569,assign-seriousness take-in-charge-ticket wait resolve-ticket closed,4,34,20,15,1
Case 2570,assign-seriousness,0,0,0,0,0
Case 2570,assign-seriousness take-in-charge-ticket,1,0,0,0,0
Case 2570,assign-seriousness take-in-charge-ticket resolve-ticket,2,0,0,0,43
Case 2570,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,43,43,43,1
Case 2571,assign-seriousness,0,0,0,0,13
Case 2571,assign-seriousness take-in-charge-ticket,1,13,0,13,0
Case 2571,assign-seriousness take-in-charge-ticket wait,2,13,14,0,8
Case 2571,assign-seriousness take-in-charge-ticket wait resolve-ticket,3,21,8,8,15
Case 2571,assign-seriousness take-in-charge-ticket wait resolve-ticket closed,4,36,23,15,1
Case 2572,assign-seriousness,0,0,0,0,0
Case 2572,assign-seriousness take-in-charge-ticket,1,0,0,0,0
Case 2572,assign-seriousness take-in-charge-ticket create-sw-anomaly,2,0,0,0,1
Case 2572,assign-seriousness take-in-charge-ticket create-sw-anomaly take-in-charge-ticket,3,1,1,1,17
Case 2572,assign-seriousness take-in-charge-ticket create-sw-anomaly take-in-charge-ticket wait,4,18,18,17,23
Case 2572,assign-seriousness take-in-charge-ticket create-sw-anomaly take-in-charge-ticket wait resolve-ticket,5,41,40,23,15
Case 2572,assign-seriousness take-in-charge-ticket create-sw-anomaly take-in-charge-ticket wait resolve-ticket closed,6,56,38,15,1
Case 2573,assign-seriousness,0,0,0,0,0
Case 2573,assign-seriousness take-in-charge-ticket,1,0,0,0,0
Case 2573,assign-seriousness take-in-charge-ticket resolve-ticket,2,0,0,0,43
Case 2573,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,43,43,43,1
Case 2574,assign-seriousness,0,0,0,0,0
Case 2574,assign-seriousness assign-seriousness,1,0,0,0,1
Case 2574,assign-seriousness assign-seriousness take-in-charge-ticket,2,1,1,1,3
Case 2574,assign-seriousness assign-seriousness take-in-charge-ticket resolve-ticket,3,4,4,3,33
Case 2574,assign-seriousness assign-seriousness take-in-charge-ticket resolve-ticket closed,4,37,36,33,1
Case 2575,assign-seriousness,0,0,0,0,4
Case 2575,assign-seriousness take-in-charge-ticket,1,4,0,4,7
Case 2575,assign-seriousness take-in-charge-ticket wait,2,11,11,7,2
Case 2575,assign-seriousness take-in-charge-ticket wait resolve-ticket,3,13,9,2,32
Case 2575,assign-seriousness take-in-charge-ticket wait resolve-ticket closed,4,45,34,32,1
Case 2576,assign-seriousness,0,0,0,0,0
Case 2576,assign-seriousness take-in-charge-ticket,1,0,0,0,10
Case 2576,assign-seriousness take-in-charge-ticket wait,2,10,10,10,18
Case 2576,assign-seriousness take-in-charge-ticket wait resolve-ticket,3,28,29,18,15
Case 2576,assign-seriousness take-in-charge-ticket wait resolve-ticket closed,4,43,33,15,1
Case 2577,assign-seriousness,0,0,0,0,28
Case 2577,assign-seriousness take-in-charge-ticket,1,28,0,28,14
Case 2577,assign-seriousness take-in-charge-ticket resolve-ticket,2,42,43,14,15
Case 2577,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,57,29,15,1
Case 2578,assign-seriousness,0,0,0,0,2
Case 2578,assign-seriousness assign-seriousness,1,2,0,2,7
Case 2578,assign-seriousness assign-seriousness take-in-charge-ticket,2,9,10,7,4
Case 2578,assign-seriousness assign-seriousness take-in-charge-ticket resolve-ticket,3,13,11,4,31
Case 2578,assign-seriousness assign-seriousness take-in-charge-ticket resolve-ticket closed,4,44,35,31,1
Case 2579,assign-seriousness,0,0,0,0,0
Case 2579,assign-seriousness resolve-ticket,1,0,0,0,43
Case 2579,assign-seriousness resolve-ticket closed,2,43,44,43,1
Case 2580,assign-seriousness,0,0,0,0,0
Case 2580,assign-seriousness take-in-charge-ticket,1,0,0,0,0
Case 2580,assign-seriousness take-in-charge-ticket resolve-ticket,2,0,0,0,58
Case 2580,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,58,58,58,1
Case 2581,assign-seriousness,0,0,0,0,0
Case 2581,assign-seriousness assign-seriousness,1,0,0,0,4
Case 2581,assign-seriousness assign-seriousness take-in-charge-ticket,2,4,4,4,0
Case 2581,assign-seriousness assign-seriousness take-in-charge-ticket wait,3,4,4,0,31
Case 2581,assign-seriousness assign-seriousness take-in-charge-ticket wait resolve-ticket,4,35,31,31,15
Case 2581,assign-seriousness assign-seriousness take-in-charge-ticket wait resolve-ticket closed,5,50,46,15,1
Case 2582,assign-seriousness,0,0,0,0,0
Case 2582,assign-seriousness take-in-charge-ticket,1,0,0,0,0
Case 2582,assign-seriousness take-in-charge-ticket resolve-ticket,2,0,0,0,43
Case 2582,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,43,44,43,1
Case 2583,assign-seriousness,0,0,0,0,1
Case 2583,assign-seriousness assign-seriousness,1,1,0,1,2
Case 2583,assign-seriousness assign-seriousness take-in-charge-ticket,2,3,3,2,0
Case 2583,assign-seriousness assign-seriousness take-in-charge-ticket wait,3,3,2,0,24
Case 2583,assign-seriousness assign-seriousness take-in-charge-ticket wait take-in-charge-ticket,4,27,24,24,0
