case_id,prefix,k,next_act
Case 1629,assign-seriousness assign-seriousness assign-seriousness,2,take-in-charge-ticket
Case 1629,assign-seriousness assign-seriousness assign-seriousness take-in-charge-ticket,3,resolve-ticket
Case 1629,assign-seriousness assign-seriousness assign-seriousness take-in-charge-ticket resolve-ticket,4,closed
Case 1630,assign-seriousness,0,take-in-charge-ticket
Case 1630,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 1630,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 1631,assign-seriousness,0,take-in-charge-ticket
Case 1631,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 1631,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 1632,assign-seriousness,0,take-in-charge-ticket
Case 1632,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 1632,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 1633,assign-seriousness,0,assign-seriousness
Case 1633,assign-seriousness assign-seriousness,1,take-in-charge-ticket
Case 1633,assign-seriousness assign-seriousness take-in-charge-ticket,2,resolve-ticket
Case 1633,assign-seriousness assign-seriousness take-in-charge-ticket resolve-ticket,3,closed
Case 1634,assign-seriousness,0,take-in-charge-ticket
Case 1634,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 1634,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 1635,assign-seriousness,0,take-in-charge-ticket
Case 1635,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 1635,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 1636,assign-seriousness,0,take-in-charge-ticket
Case 1636,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 1636,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 1637,assign-seriousness,0,resolve-ticket
Case 1637,assign-seriousness resolve-ticket,1,resolve-ticket
Case 1637,assign-seriousness resolve-ticket resolve-ticket,2,closed
Case 1638,assign-seriousness,0,take-in-charge-ticket
Case 1638,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 1638,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 1639,assign-seriousness,0,take-in-charge-ticket
Case 1639,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 1639,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 1640,assign-seriousness,0,take-in-charge-ticket
Case 1640,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 1640,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 1641,assign-seriousness,0,assign-seriousness
Case 1641,assign-seriousness assign-seriousness,1,assign-seriousness
Case 1641,assign-seriousness assign-seriousness assign-seriousness,2,take-in-charge-ticket
Case 1641,assign-seriousness assign-seriousness assign-seriousness take-in-charge-ticket,3,wait
Case 1641,assign-seriousness assign-seriousness assign-seriousness take-in-charge-ticket wait,4,take-in-charge-ticket
Case 1641,assign-seriousness assign-seriousness assign-seriousness take-in-charge-ticket wait take-in-charge-ticket,5,resolve-ticket
Case 1641,assign-seriousness assign-seriousness assign-seriousness take-in-charge-ticket wait take-in-charge-ticket resolve-ticket,6,closed
Case 1642,assign-seriousness,0,take-in-charge-ticket
Case 1642,assign-seriousness take-in-charge-ticket,1,wait
Case 1642,assign-seriousness take-in-charge-ticket wait,2,resolve-ticket
Case 1642,assign-seriousness take-in-charge-ticket wait resolve-ticket,3,closed
Case 1643,assign-seriousness,0,wait
Case 1643,assign-seriousness wait,1,resolve-ticket
Case 1643,assign-seriousness wait resolve-ticket,2,closed
Case 1644,assign-seriousness,0,take-in-charge-ticket
Case 1644,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 1644,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 1645,assign-seriousness,0,resolve-ticket
Case 1645,assign-seriousness resolve-ticket,1,closed
Case 1646,assign-seriousness,0,take-in-charge-ticket
Case 1646,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 1646,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 1647,assign-seriousness,0,take-in-charge-ticket
Case 1647,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 1647,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 1648,assign-seriousness,0,take-in-charge-ticket
Case 1648,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 1648,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 1649,assign-seriousness,0,take-in-charge-ticket
Case 1649,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 1649,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 1650,assign-seriousness,0,create-sw-anomaly
Case 1650,assign-seriousness create-sw-anomaly,1,create-sw-anomaly
Case 1650,assign-seriousness create-sw-anomaly create-sw-anomaly,2,resolve-sw-anomaly
Case 1650,assign-seriousness create-sw-anomaly create-sw-anomaly resolve-sw-anomaly,3,resolve-sw-anomaly
Case 1650,assign-seriousness create-sw-anomaly create-sw-anomaly resolve-sw-anomaly resolve-sw-anomaly,4,require-upgrade
Case 1650,assign-seriousness create-sw-anomaly create-sw-anomaly resolve-sw-anomaly resolve-sw-anomaly require-upgrade,5,resolve-ticket
Case 1650,assign-seriousness create-sw-anomaly create-sw-anomaly resolve-sw-anomaly resolve-sw-anomaly require-upgrade resolve-ticket,6,closed
Case 1651,assign-seriousness,0,take-in-charge-ticket
Case 1651,assign-seriousness take-in-charge-ticket,1,wait
Case 1651,assign-seriousness take-in-charge-ticket wait,2,resolve-ticket
Case 1651,assign-seriousness take-in-charge-ticket wait resolve-ticket,3,closed
Case 1652,assign-seriousness,0,assign-seriousness
Case 1652,assign-seriousness assign-seriousness,1,take-in-charge-ticket
Case 1652,assign-seriousness assign-seriousness take-in-charge-ticket,2,resolve-ticket
Case 1652,assign-seriousness assign-seriousness take-in-charge-ticket resolve-ticket,3,closed
Case 1653,assign-seriousness,0,take-in-charge-ticket
Case 1653,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 1653,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 1654,assign-seriousness,0,take-in-charge-ticket
Case 1654,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 1654,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 1655,assign-seriousness,0,take-in-charge-ticket
Case 1655,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 1655,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 1656,assign-seriousness,0,resolve-ticket
Case 1656,assign-seriousness resolve-ticket,1,closed
Case 1657,assign-seriousness,0,take-in-charge-ticket
Case 1657,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 1657,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 1658,assign-seriousness,0,take-in-charge-ticket
Case 1658,assign-seriousness take-in-charge-ticket,1,require-upgrade
Case 1658,assign-seriousness take-in-charge-ticket require-upgrade,2,resolve-ticket
Case 1658,assign-seriousness take-in-charge-ticket require-upgrade resolve-ticket,3,closed
Case 1659,assign-seriousness,0,assign-seriousness
Case 1659,assign-seriousness assign-seriousness,1,take-in-charge-ticket
Case 1659,assign-seriousness assign-seriousness take-in-charge-ticket,2,resolve-ticket
Case 1659,assign-seriousness assign-seriousness take-in-charge-ticket resolve-ticket,3,closed
Case 1660,assign-seriousness,0,take-in-charge-ticket
Case 1660,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 1660,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 1661,assign-seriousness,0,take-in-charge-ticket
Case 1661,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 1661,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 1662,assign-seriousness,0,assign-seriousness
Case 1662,assign-seriousness assign-seriousness,1,take-in-charge-ticket
Case 1662,assign-seriousness assign-seriousness take-in-charge-ticket,2,resolve-ticket
Case 1662,assign-seriousness assign-seriousness take-in-charge-ticket resolve-ticket,3,closed
Case 1663,assign-seriousness,0,resolve-ticket
Case 1663,assign-seriousness resolve-ticket,1,closed
Case 1664,take-in-charge-ticket,0,resolve-ticket
Case 1664,take-in-charge-ticket resolve-ticket,1,closed
Case 1665,assign-seriousness,0,take-in-charge-ticket
Case 1665,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 1665,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 1666,assign-seriousness,0,take-in-charge-ticket
Case 1666,assign-seriousness take-in-charge-ticket,1,wait
Case 1666,assign-seriousness take-in-charge-ticket wait,2,resolve-ticket
Case 1666,assign-seriousness take-in-charge-ticket wait resolve-ticket,3,closed
Case 1667,assign-seriousness,0,take-in-charge-ticket
Case 1667,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 1667,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 1668,assign-seriousness,0,take-in-charge-ticket
Case 1668,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 1668,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 1669,assign-seriousness,0,take-in-charge-ticket
Case 1669,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 1669,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 1670,assign-seriousness,0,take-in-charge-ticket
Case 1670,assign-seriousness take-in-charge-ticket,1,wait
Case 1670,assign-seriousness take-in-charge-ticket wait,2,take-in-charge-ticket
Case 1670,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket,3,resolve-ticket
Case 1670,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket resolve-ticket,4,closed
Case 1671,assign-seriousness,0,take-in-charge-ticket
Case 1671,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 1671,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 1672,assign-seriousness,0,take-in-charge-ticket
Case 1672,assign-seriousness take-in-charge-ticket,1,wait
Case 1672,assign-seriousness take-in-charge-ticket wait,2,take-in-charge-ticket
Case 1672,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket,3,resolve-ticket
Case 1672,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket resolve-ticket,4,closed
Case 1673,assign-seriousness,0,take-in-charge-ticket
Case 1673,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 1673,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 1674,assign-seriousness,0,take-in-charge-ticket
Case 1674,assign-seriousness take-in-charge-ticket,1,wait
Case 1674,assign-seriousness take-in-charge-ticket wait,2,resolve-ticket
Case 1674,assign-seriousness take-in-charge-ticket wait resolve-ticket,3,closed
Case 1675,assign-seriousness,0,take-in-charge-ticket
Case 1675,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 1675,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 1676,insert-ticket,0,assign-seriousness
Case 1676,insert-ticket assign-seriousness,1,take-in-charge-ticket
Case 1676,insert-ticket assign-seriousness take-in-charge-ticket,2,resolve-ticket
Case 1676,insert-ticket assign-seriousness take-in-charge-ticket resolve-ticket,3,closed
Case 1677,assign-seriousness,0,take-in-charge-ticket
Case 1677,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 1677,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 1678,take-in-charge-ticket,0,resolve-ticket
Case 1678,take-in-charge-ticket resolve-ticket,1,closed
Case 1679,assign-seriousness,0,take-in-charge-ticket
Case 1679,assign-seriousness take-in-charge-ticket,1,wait
Case 1679,assign-seriousness take-in-charge-ticket wait,2,resolve-ticket
Case 1679,assign-seriousness take-in-charge-ticket wait resolve-ticket,3,closed
Case 1680,assign-seriousness,0,take-in-charge-ticket
Case 1680,assign-seriousness take-in-charge-ticket,1,wait
Case 1680,assign-seriousness take-in-charge-ticket wait,2,resolve-ticket
Case 1680,assign-seriousness take-in-charge-ticket wait resolve-ticket,3,closed
Case 1681,assign-seriousness,0,take-in-charge-ticket
Case 1681,assign-seriousness take-in-charge-ticket,1,wait
Case 1681,assign-seriousness take-in-charge-ticket wait,2,resolve-ticket
Case 1681,assign-seriousness take-in-charge-ticket wait resolve-ticket,3,closed
Case 1682,assign-seriousness,0,take-in-charge-ticket
Case 1682,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 1682,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 1683,assign-seriousness,0,take-in-charge-ticket
Case 1683,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 1683,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 1684,assign-seriousness,0,assign-seriousness
Case 1684,assign-seriousness assign-seriousness,1,take-in-charge-ticket
Case 1684,assign-seriousness assign-seriousness take-in-charge-ticket,2,wait
Case 1684,assign-seriousness assign-seriousness take-in-charge-ticket wait,3,take-in-charge-ticket
Case 1684,assign-seriousness assign-seriousness take-in-charge-ticket wait take-in-charge-ticket,4,wait
Case 1684,assign-seriousness assign-seriousness take-in-charge-ticket wait take-in-charge-ticket wait,5,take-in-charge-ticket
Case 1684,assign-seriousness assign-seriousness take-in-charge-ticket wait take-in-charge-ticket wait take-in-charge-ticket,6,resolve-ticket
Case 1684,assign-seriousness assign-seriousness take-in-charge-ticket wait take-in-charge-ticket wait take-in-charge-ticket resolve-ticket,7,closed
Case 1685,assign-seriousness,0,take-in-charge-ticket
Case 1685,assign-seriousness take-in-charge-ticket,1,wait
Case 1685,assign-seriousness take-in-charge-ticket wait,2,wait
Case 1685,assign-seriousness take-in-charge-ticket wait wait,3,resolve-ticket
Case 1685,assign-seriousness take-in-charge-ticket wait wait resolve-ticket,4,closed
Case 1686,assign-seriousness,0,resolve-ticket
Case 1686,assign-seriousness resolve-ticket,1,resolve-ticket
Case 1686,assign-seriousness resolve-ticket resolve-ticket,2,closed
Case 1687,assign-seriousness,0,take-in-charge-ticket
Case 1687,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 1687,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 1688,assign-seriousness,0,take-in-charge-ticket
Case 1688,assign-seriousness take-in-charge-ticket,1,wait
Case 1688,assign-seriousness take-in-charge-ticket wait,2,take-in-charge-ticket
Case 1688,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket,3,wait
Case 1688,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket wait,4,take-in-charge-ticket
Case 1688,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket wait take-in-charge-ticket,5,resolve-ticket
Case 1688,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket wait take-in-charge-ticket resolve-ticket,6,closed
Case 1689,assign-seriousness,0,take-in-charge-ticket
Case 1689,assign-seriousness take-in-charge-ticket,1,wait
Case 1689,assign-seriousness take-in-charge-ticket wait,2,resolve-ticket
Case 1689,assign-seriousness take-in-charge-ticket wait resolve-ticket,3,closed
Case 1690,assign-seriousness,0,take-in-charge-ticket
Case 1690,assign-seriousness take-in-charge-ticket,1,wait
Case 1690,assign-seriousness take-in-charge-ticket wait,2,resolve-ticket
Case 1690,assign-seriousness take-in-charge-ticket wait resolve-ticket,3,closed
Case 1691,insert-ticket,0,assign-seriousness
Case 1691,insert-ticket assign-seriousness,1,take-in-charge-ticket
Case 1691,insert-ticket assign-seriousness take-in-charge-ticket,2,wait
Case 1691,insert-ticket assign-seriousness take-in-charge-ticket wait,3,resolve-ticket
Case 1691,insert-ticket assign-seriousness take-in-charge-ticket wait resolve-ticket,4,closed
Case 1692,assign-seriousness,0,take-in-charge-ticket
Case 1692,assign-seriousness take-in-charge-ticket,1,wait
Case 1692,assign-seriousness take-in-charge-ticket wait,2,take-in-charge-ticket
Case 1692,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket,3,resolve-ticket
Case 1692,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket resolve-ticket,4,closed
